Name,Position,Species,Speed,Strength,Gumption,Finesse,Accuracy,Wow_Factor,Catchphrase,Projected_Skill,Status,Player_Team,City_Team,GPs,TPs,City_team
Gale Stormwing,K,Hawk,44,53,33,11,82,93,Gale Stormwing is ready to roll!,61,Benched,No Team,New Orleans Tubas,0,0.0,
Puffer Clawson,TE,Sea Creature,24,41,23,17,73,100,Puffer Clawson is ready to roll!,36,Healthy,No Team,No Team,0,0.0,
Brother Trout Terror,RB,Bear,43,62,20,31,86,17,Brother Trout Terror is ready to roll!,23,Healthy,No Team,No Team,0,0.0,
Huntress Mousey,RB,Cat,69,53,82,42,78,66,Huntress Mousey is ready to roll!,62,Active,No Team,Artic Angels,0,0.0,
Bubbles Brooktail,WR,Otter,38,95,82,57,87,64,Bubbles Brooktail is ready to roll!,50,Benched,No Team,Jackson Hole Holy Jacks,0,0.0,
Drift Slowstream,RB,Turtle,19,41,1,38,37,70,Drift Slowstream is ready to roll!,29,Healthy,No Team,No Team,0,0.0,
Tank Slowstream,K,Turtle,42,10,34,79,16,86,Tank Slowstream is ready to roll!,12,Healthy,No Team,No Team,0,0.0,
Scottish Bear,QB,Bear,83,53,93,75,2,79,Scottish Bear is ready to roll!,55,Healthy,No Team,No Team,0,0.0,
The Silent King of Man,WR,Human,3,12,70,2,52,44,The Silent King of Man is ready to roll!,10,Healthy,No Team,No Team,0,0.0,
Brawler Gravelstone,QB,Badger,99,83,27,44,50,25,Brawler Gravelstone is ready to roll!,55,Healthy,No Team,No Team,0,0.0,
Alantic Waves,WR,Sea Creature,87,57,92,72,97,37,Alantic Waves is ready to roll!,70,Active,Pengwins,Auckland Spiders,0,6.92,
Creature of Claw Major,QB,Bear,87,89,12,87,44,44,Creature of Claw Major is ready to roll!,56,Healthy,No Team,No Team,0,0.0,
Ursa Brook,TE,Bear,12,47,54,97,62,60,Ursa Brook is ready to roll!,72,Active,No Team,Auckland Spiders,0,2.820000000000001,
Flying Beast Aero Blaze,TE,Hawk,60,68,20,20,9,14,Flying Beast Aero Blaze is ready to roll!,18,Healthy,No Team,No Team,0,0.0,
Vixen Sharpclaw,QB,Fox,45,50,7,53,7,19,Vixen Sharpclaw is ready to roll!,26,Healthy,No Team,No Team,0,0.0,
River Brooktail,TE,Otter,80,64,83,19,50,95,River Brooktail is ready to roll!,59,Healthy,No Team,No Team,0,0.0,
Tide Stoneback,RB,Turtle,26,46,69,29,66,49,Tide Stoneback is ready to roll!,49,Healthy,No Team,No Team,0,0.0,
Swole King,QB,Human,70,93,37,90,93,9,Swole King is ready to roll!,75,Active,Armored Ducks,Chicago Snowstorm,0,80.91999999999997,
Feather Featherstone,TE,Goose,58,49,16,63,83,21,Feather Featherstone is ready to roll!,35,Healthy,No Team,No Team,0,0.0,
Sly Cinderfang,RB,Fox,33,8,62,79,37,98,Sly Cinderfang is ready to roll!,76,Active,Armored Ducks,Boston Walkers,0,3.12,
The Horrible Bossman,WR,Human,3,23,53,97,76,30,The Horrible Bossman is ready to roll!,46,Healthy,No Team,No Team,0,0.0,
Horny Style the Wild Penguin,WR,Penguin,64,80,34,16,98,100,,52,Benched,No Team,Paris Frenchmen,0,0.0,
William,QB,Human,50,50,50,50,50,100,I am WIlliam,50,Healthy,No Team,No Team,0,0.0,
Dubuque Psychos Defense,DEF,,0,0,0,0,0,0,,67,Active,Pengwins,Dubuque Psychos,0,23.0,
Lima Llamas Defense,DEF,,0,0,0,0,0,0,,74,Active,anxious ponchos,Lima Llamas,0,33.0,
Dublin Alchoholics Defense,DEF,,0,0,0,0,0,0,,65,Active,No Team,Dublin Alchoholics,0,20.0,
Philly Flowers Defense,DEF,,0,0,0,0,0,0,,65,Active,No Team,Philly Flowers,0,19.0,
New York Sewers Defense,DEF,,0,0,0,0,0,0,,75,Active,Developers,New York Sewers,0,48.0,
Boston Walkers Defense,DEF,,0,0,0,0,0,0,,67,Active,No Team,Boston Walkers,0,9.0,
Denver Boulders Defense,DEF,,0,0,0,0,0,0,,66,Active,No Team,Denver Boulders,0,34.0,
Chicago Snowstorm Defense,DEF,,0,0,0,0,0,0,,70,Active,Armored Ducks,Chicago Snowstorm,0,32.0,
Djibouti Warriors Defense,DEF,,0,0,0,0,0,0,,69,Active,BonerFarts,Djibouti Warriors,0,43.0,
Cape Town Heroes Defense,DEF,,0,0,0,0,0,0,,68,Active,Gnome Punters,Cape Town Heroes,0,46.0,
Cleveland Devils Defense,DEF,,0,0,0,0,0,0,,69,Active,Mecha-Shoebills,Cleveland Devils,0,13.0,
Tokyo Robots Defense,DEF,,0,0,0,0,0,0,,66,Active,No Team,Tokyo Robots,0,12.0,
Jakarta Divers Defense,DEF,,0,0,0,0,0,0,,70,Active,Gnome Punters,Jakarta Divers,0,21.0,
Sydney Kangeroos Defense,DEF,,0,0,0,0,0,0,,69,Active,Charmander These Nuts,Sydney Kangeroos,0,52.0,
Paris Frenchmen Defense,DEF,,0,0,0,0,0,0,,69,Active,Forever Box,Paris Frenchmen,0,38.0,
Moscow Mules Defense,DEF,,0,0,0,0,0,0,,64,Active,No Team,Moscow Mules,0,28.0,
Miami Palm Fronds Defense,DEF,,0,0,0,0,0,0,,74,Active,Charmander These Nuts,Miami Palm Fronds,0,34.0,
Dallas Tumbleweeds Defense,DEF,,0,0,0,0,0,0,,68,Active,Pengwins,Dallas Tumbleweeds,0,44.0,
Mexico City Ballers Defense,DEF,,0,0,0,0,0,0,,72,Active,Demon Loons of Longview,Mexico City Ballers,0,51.0,
Chernobyl Radiation Defense,DEF,,0,0,0,0,0,0,,64,Active,No Team,Chernobyl Radiation,0,19.0,
LA Sunkillers Defense,DEF,,0,0,0,0,0,0,,73,Active,Mochlings,LA Sunkillers,0,30.0,
Vancouver Maples Defense,DEF,,0,0,0,0,0,0,,69,Active,Gnome Punters,Vancouver Maples,0,33.0,
Madrid Mothers Defense,DEF,,0,0,0,0,0,0,,71,Active,Mecha-Shoebills,Madrid Mothers,0,33.0,
Boise Boys Defense,DEF,,0,0,0,0,0,0,,70,Active,Pengwins,Boise Boys,0,18.0,
Artic Angels Defense,DEF,,0,0,0,0,0,0,,68,Active,Gnome Punters,Artic Angels,0,21.0,
Cyprus Gods Defense,DEF,,0,0,0,0,0,0,,70,Active,BonerFarts,Cyprus Gods,0,27.0,
Jackson Hole Holy Jacks Defense,DEF,,0,0,0,0,0,0,,71,Active,Mind Goblins,Jackson Hole Holy Jacks,0,35.0,
New Orleans Tubas Defense,DEF,,0,0,0,0,0,0,,74,Active,Armored Ducks,New Orleans Tubas,0,58.0,
Berlin Walls Defense,DEF,,0,0,0,0,0,0,,67,Active,Charmander These Nuts,Berlin Walls,0,26.0,
Auckland Spiders Defense,DEF,,0,0,0,0,0,0,,70,Active,Demon Loons of Longview,Auckland Spiders,0,30.0,
Slenderman,WR,Horror,80,70,54,90,66,23,...,72,Benched,No Team,Cape Town Heroes,0,0.0,
Taco Cat,WR,Cat,90,33,99,80,40,100,TacocaT,88,Benched,No Team,Artic Angels,0,0.0,
Marcus Wahlert,QB,Human,80,90,90,56,79,66,>:(,79,Healthy,No Team,No Team,0,0.0,
Mr. Clean,RB,Human,80,90,90,60,67,100,"I may be clean, but I play dirty",80,Healthy,No Team,No Team,0,0.0,
Nessie,WR,Sea Creature,50,70,90,100,30,28,I did the whole you can't See Me Thing First @JohnCena,65,Healthy,No Team,No Team,0,0.0,
John Cena,TE,Human,51,90,100,50,30,88,You can't see me!,77,Healthy,No Team,No Team,0,0.0,
Neon Cat,QB,Cat,80,30,45,90,69,100,badadoopdadoopdadoop,61,Healthy,No Team,No Team,0,0.0,
Table,QB,Table,3,100,90,30,80,22,IM GOING TO TABLE YOU,66,Healthy,No Team,No Team,0,0.0,
A Bug with a Big Ass,QB,Bug,60,66,97,89,88,90,"Who, me?",82,Healthy,No Team,No Team,0,0.0,
High School Bully,TE,Horror,77,88,99,55,44,22,Give me your lunch money nerd!,66,Healthy,No Team,No Team,0,0.0,
Debby Downer,RB,Goose,80,70,68,80,30,10,I'm going to lose,61,Healthy,No Team,Artic Angels,0,0.0,
Fun Guy,RB,Fungus,80,87,100,70,45,66,hey I'm just a fun guy,81,Benched,No Team,Sydney Kangeroos,0,0.0,
The Referee,RB,Badger,90,70,95,70,12,45,RED CARD MOTHERFUCKER,75,Benched,No Team,Jakarta Divers,0,0.0,
Commissioner Tranel,RB,Human,90,60,76,88,67,50,You really thought I wouldn't put myself in?,75,Benched,No Team,Philly Flowers,0,0.0,
Big Guy,RB,Bear,80,100,90,50,40,45,You so tiny,65,Healthy,No Team,No Team,0,0.0,
